fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
-0.5281943702487266,0.9615758497615483,-1.3910371025826418,-0.45307666524694284,-0.24363046870567837,-0.46604671805704395,-0.3790141172936712,0.5580998653535317,1.2882399009324879,-0.5790253785668822,-0.9599457953605994,0
-0.2984540647668667,1.9668271476507642,-1.3910371025826418,0.04340256663998421,0.22380518049685957,0.8723653192008117,0.624167961720933,0.028251929346218115,-0.7197081416221554,0.1289100721748856,-0.58459422530854,0
-0.2984540647668667,1.2966596157246204,-1.1856994924804327,-0.1693742470258418,0.09632273071434914,-0.08364327884051377,0.22897502150305862,0.13422151654766906,-0.3310730366115813,-0.04807379051055652,-0.58459422530854,0
1.6543385318289447,-1.3840105119799544,1.4836894388482846,-0.45307666524694284,-0.2648775436694301,0.10755844076775131,0.4113717631420776,0.6640694525549826,-0.9787982116292067,-0.4610361367765881,-0.58459422530854,1
-0.5281943702487266,0.9615758497615483,-1.3910371025826418,-0.45307666524694284,-0.24363046870567837,-0.46604671805704395,-0.3790141172936712,0.5580998653535317,1.2882399009324879,-0.5790253785668822,-0.9599457953605994,0
-0.5281943702487266,0.7381866724528341,-1.3910371025826418,-0.524002269802218,-0.2648775436694301,-0.27484499844877885,-0.19661737565465223,0.5580998653535317,1.2882399009324879,-0.5790253785668822,-0.9599457953605994,0
-0.24101898839640132,0.403102906489762,-1.0830306874293283,-0.6658534789127685,-0.3923599934519402,-0.08364327884051377,0.3809723062022411,-0.1836872450567426,-0.07198296660452999,-1.1689715875183555,-0.9599457953605994,0
-0.5856294466191919,0.6823393781256555,-1.3910371025826418,-0.9495558971338697,-0.4773482933069472,-0.08364327884051377,-0.7742070575115455,-1.13741352986986,0.5109696909113369,-1.1099769666232087,-0.39691844028251116,1
-0.2984540647668667,0.2914083178354046,-1.2883682975315371,-0.3821510606916675,-0.3073716935969336,-0.657248437665309,-0.865405428331055,0.028251929346218115,0.31665213840604695,-0.5200307576717355,-0.866107902847585,1
-0.4707592938782617,-0.15537003678202432,0.4570013883372393,2.5257987260746186,-0.34986584352443706,0.10755844076775131,1.6881489546152102,0.5580998653535317,0.25187962090428556,0.8368455229166534,0.0722710222825627,0
-0.930239904841982,0.2914083178354046,-0.9803618823782236,-0.524002269802218,0.20255810553310755,-0.08364327884051377,0.5633690478412601,-0.44861121306037,-0.20152800160805565,-0.697014620357177,-1.14762158038663,0
-0.4707592938782617,-0.15537003678202432,0.4570013883372393,2.5257987260746186,-0.34986584352443706,0.10755844076775131,1.6881489546152102,0.5580998653535317,0.25187962090428556,0.8368455229166534,0.0722710222825627,0
-1.562025744917098,0.48687384798053,-1.3910371025826418,-0.6658534789127685,0.03258150582309422,0.01195758096361877,0.3809723062022411,-1.2963679106720953,1.7416475234448292,-0.8150038621474717,-0.4907563327955256,0
-0.2984540647668667,0.45895020081694066,0.09766057065837348,-0.6658534789127685,0.563758379916887,-0.657248437665309,-0.5310114019928536,0.34616069095057095,-0.3310730366115813,5.32043671094785,-1.2414594728996444,0
0.3333317753082492,0.5147974951441193,-0.4670178571227012,0.8945098213032873,1.881077027669494,3.4535885339123906,2.995325603028179,0.9819782141593943,-0.9787982116292067,1.3088024900778317,-1.14762158038663,0
0.3333317753082492,0.5147974951441193,-0.41568345459714895,0.9654354258585627,1.7535945778869835,3.357987674108258,3.086523973847689,0.9819782141593943,-0.9140256941274453,1.6037755945535686,-1.14762158038663,0
0.10359146982638878,-1.3840105119799544,1.4836894388482846,-0.524002269802218,0.09632273071434914,1.8283739172421372,1.7185484115550467,0.08123672294694359,-0.07198296660452999,0.5418724184409165,0.0722710222825627,1
-0.12614883565547164,0.17971372918104783,0.04632616813282147,-0.5949278743574934,5.960515420709824,0.01195758096361877,0.2897739353827316,0.028251929346218115,-1.3026607991380221,3.6685873258837245,-1.053783687873614,0
-0.5281943702487266,0.34725561216258327,-0.9803618823782236,1.3200634486349394,-0.031159719068161285,-0.9440510170777067,-0.5310114019928536,0.34616069095057095,0.4461971734095726,-0.9329931039377665,-1.3352973654126588,0
-0.24101898839640132,-1.16062133467124,1.2270174262205231,-0.524002269802218,5.386844396688527,0.10755844076775131,0.2897739353827316,0.08123672294694359,-1.7560684216503606,2.4886949079807783,-1.14762158038663,1
0.3333317753082492,-1.7190942779430265,1.0730142186438663,-0.524002269802218,-0.22238339374192664,1.254768758417342,0.4113717631420776,0.028251929346218115,0.5109696909113369,-0.7560092412523244,-0.9599457953605994,1
-0.4133242175077969,-0.7696902743809894,0.2003293757094781,-0.1693742470258418,-0.11614801892316824,0.6811635995925466,0.7457657894802789,0.7700390397564336,1.3530124184342522,-0.04807379051055652,-0.6784321178215561,0
-0.24101898839640132,-0.5463010970722748,-0.31301464954604447,-0.6658534789127685,0.3937817802068732,-0.5616475778611765,-0.2878157464741617,-0.07771765785523284,-0.9140256941274453,1.4857863527632738,-0.866107902847585,0
0.10359146982638878,-0.21121733110920302,-0.826358674801567,-0.1693742470258418,-0.07365386899566446,-0.657248437665309,0.624167961720933,0.028251929346218115,-0.9140256941274453,-0.7560092412523244,-0.9599457953605994,0
-0.8153697521010519,-0.7138429800538106,-0.6723554672249101,-0.09844864247056646,-0.05240679403191273,0.48996187998428153,-0.19661737565465223,0.028251929346218115,0.7700597609183881,-0.16606303230085126,-0.6784321178215561,1
-1.1599802103238424,-0.7696902743809894,-0.5696866621738057,-0.8077046880233192,-0.15864216885067142,-0.46604671805704395,-0.7134081436318725,-0.6605503874632719,0.18710710340252132,-0.5790253785668822,-1.053783687873614,0
-0.4133242175077969,-0.6579956857266323,-0.1590114419693877,-0.524002269802218,-0.15864216885067142,-1.1352527366859717,-1.0782016269099104,-0.28965683225819355,-0.20152800160805565,-0.40204151588144077,-0.866107902847585,0
-0.24101898839640132,-0.5463010970722748,-0.31301464954604447,-0.6658534789127685,0.3937817802068732,-0.5616475778611765,-0.2878157464741617,-0.07771765785523284,-0.9140256941274453,1.4857863527632738,-0.866107902847585,0
-0.7004995993601222,1.017423144088727,-1.3910371025826418,-0.45307666524694284,-0.15864216885067142,-0.17924413864464633,-0.3486146603538347,0.24019110374912,1.0291498309254394,-0.6380199994620296,-0.9599457953605994,0
-0.2984540647668667,0.6544157309620661,-1.3910371025826418,-0.3821510606916675,-0.11614801892316824,-0.7528492974694416,-0.926204342210728,-0.1836872450567426,0.4461971734095726,-0.40204151588144077,-0.58459422530854,1
-0.930239904841982,0.8219576139436022,-1.0316962849037759,-0.09844864247056646,0.03258150582309422,0.10755844076775131,1.0801598158184804,-0.5015960066610955,0.25187962090428556,-0.697014620357177,-0.3030805477694967,0
-0.8153697521010519,0.8778049082707808,-1.3910371025826418,-0.027523037915291124,0.37253470524312143,0.5855627397884141,-0.2878157464741617,-0.07771765785523284,0.9643773134236752,-0.5200307576717355,0.16610891479557713,1
-0.011278682914540906,0.7102630252892448,-0.7750242722760148,-0.1693742470258418,-0.0949009439594162,-0.08364327884051377,2.0225429809534115,-0.07771765785523284,-0.9140256941274453,0.010920830384590853,-0.58459422530854,0
-0.8153697521010519,0.43102655365335135,-0.7750242722760148,5.788376535617282,-0.3073716935969336,2.3063782162627997,1.110559272758317,1.3528717693644727,0.8996047959219138,-0.8150038621474717,-0.9599457953605994,1
-1.7917660503989579,-1.16062133467124,-0.10767703944383543,-0.524002269802218,0.33004055531561827,-0.27484499844877885,0.10737719374371267,-0.5545808002618209,0.4461971734095726,-0.6380199994620296,-1.14762158038663,0
-0.2984540647668667,0.6544157309620661,-1.3910371025826418,2.1002450987429673,-0.031159719068161285,-1.0396518768818392,-0.865405428331055,0.9819782141593943,0.5757422084130983,-0.6380199994620296,-0.7722700103345705,1
-0.2984540647668667,0.403102906489762,-0.6723554672249101,-0.09844864247056646,-0.031159719068161285,-1.2308535964901044,-0.9566037991505645,0.3991454845513553,0.7052872434166239,-0.34304689498629337,0.35378469982160765,1
-0.12614883565547164,-0.825537568708168,0.04632616813282147,-0.31122545613639213,-0.45610121834319545,-0.27484499844877885,-0.5006119450530171,0.028251929346218115,-0.5253905891168683,0.4238831766506218,-0.6784321178215561,1
-1.5045906685466326,3.3630095058302296,-0.9290274798526715,-0.7367790834680439,1.7960887278144864,-0.8484501572735742,-0.8350059713912186,-1.4553222914742128,1.2234673834307266,-1.0509823457280612,-0.58459422530854,0
-0.5856294466191919,-0.4346065084179175,0.4570013883372393,2.3839475169640685,-0.28612461863318156,-0.37044585825291143,1.2321571005176628,0.5580998653535317,0.12233458590075992,1.0138293856020948,0.0722710222825627,0
-0.5856294466191919,-0.4346065084179175,0.4570013883372393,2.3839475169640685,-0.28612461863318156,-0.37044585825291143,1.2321571005176628,0.5580998653535317,0.12233458590075992,1.0138293856020948,0.0722710222825627,0
0.27589669893778435,0.45895020081694066,0.1489949731839258,0.18525377575053456,0.011334430859342486,0.10755844076775131,-0.01422063401563329,0.45213027815208073,-0.3310730366115813,-0.8739984830426191,-1.053783687873614,0
-0.4707592938782617,-0.21121733110920302,-0.3643490520715966,0.04340256663998421,5.1956207220147625,-0.7528492974694416,-0.987003256090401,0.028251929346218115,-0.654935624120394,1.4267917318681265,0.0722710222825627,1
-0.12614883565547164,0.7381866724528341,-0.2616802470204922,-0.24029985158111683,-0.3923599934519402,-0.657248437665309,-0.7134081436318725,0.028251929346218115,-0.07198296660452999,3.1966303587225458,-0.11540476274346619,0
-0.8728048284715172,0.7940339667800128,-1.2883682975315371,-0.524002269802218,-0.7960544177632229,-1.0396518768818392,-1.0782016269099104,-0.28965683225819355,1.093922348427201,-0.8150038621474717,-0.866107902847585,0
-2.1363765086217485,-0.04367544812766693,-0.621021064699358,-0.31122545613639213,-0.711066117908216,-0.7528492974694416,0.5633690478412601,-1.7732310530786832,3.8143680835012366,-0.5790253785668822,2.5120562276209464,0
-0.3558891411373315,2.2739872664502467,0.8163422060161051,-0.24029985158111683,0.563758379916887,0.5855627397884141,2.052942437893248,0.13422151654766906,-0.39584555411334266,0.4238831766506218,-1.14762158038663,0
0.2184616225673185,-1.328163217652776,1.2783518287460756,-0.6658534789127685,0.5425113049531354,-0.37044585825291143,-0.2878157464741617,0.08123672294694359,-0.39584555411334266,-0.4610361367765881,-0.866107902847585,0
-1.1025451339533772,-0.7138429800538106,-0.21034584449493987,-0.6658534789127685,-0.45610121834319545,-1.0396518768818392,-1.047802169970074,-0.5015960066610955,0.18710710340252132,-0.5790253785668822,-1.14762158038663,0
-1.562025744917098,-1.2164686289984186,0.5083357908627916,-0.8077046880233192,-0.28612461863318156,-0.37044585825291143,1.505752212976191,-0.7135351810640562,0.057562068398995664,-0.4610361367765881,-1.14762158038663,0
0.27589669893778435,0.7381866724528341,-0.056342636918283125,-0.5949278743574934,-0.28612461863318156,-1.1352527366859717,-0.7134081436318725,0.18720631014839453,-1.0435707291309708,0.48287779754576915,-1.14762158038663,0
-0.9876749812124475,-0.04367544812766693,-1.1856994924804327,-0.24029985158111683,-0.3923599934519402,-0.7528492974694416,-0.9566037991505645,-0.6075655938625464,0.5757422084130983,-0.16606303230085126,-0.9599457953605994,1
-0.9876749812124475,-0.15537003678202432,-1.1856994924804327,-0.31122545613639213,-0.413607068415692,-0.9440510170777067,-0.987003256090401,-0.6605503874632719,0.5109696909113369,-0.10706841140570389,-0.9599457953605994,1
0.16102654619685364,-0.825537568708168,0.4570013883372393,0.32710498486108525,-0.13739509388691967,1.3503696182214744,2.2049397225924303,0.13422151654766906,-0.7197081416221554,-0.5790253785668822,-0.9599457953605994,0
-0.4133242175077969,-0.09952274245484562,-0.621021064699358,0.18525377575053456,0.47877008006188015,1.637172197633872,0.8065647033599519,-0.6605503874632719,-0.9140256941274453,-0.16606303230085126,-0.20924265525648228,1
